senderID,receiverID,amount,transactionType,transactionDate
Mint Income,MC1603820,0.5,Mint Income,2025-06-10T08:42:17.867+00:00
Mint Income,MC8131371,4.998,Mint Income,2025-06-10T08:42:29.867+00:00
Convenience Fee,MC8131371,0,Convenience Fee,2025-06-10T08:45:22.867+00:00
Fund Withdrawal,MC8131371,0,Fund Withdrawal,2025-06-10T08:45:22.867+00:00
Convenience Fee,MC4311217,0,Convenience Fee,2025-06-10T08:54:27.867+00:00
Fund Withdrawal,MC4311217,0,Fund Withdrawal,2025-06-10T08:54:27.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-06-10T09:10:25.867+00:00
Mint Income,MC5242915,0.0417,Mint Income,2025-06-10T09:14:24.867+00:00
Mint Income,MC9375085,0.2499,Mint Income,2025-06-10T09:14:32.867+00:00
Mint Income,MC5359627,0.0417,Mint Income,2025-06-10T09:30:24.867+00:00
Mint Income,MC5505724,0.1666,Mint Income,2025-06-10T09:45:59.867+00:00
MC5276082 ,MC7228064,5,Direct Income,2025-06-10T10:46:00.867+00:00
Mint Income,MC9471052,0.2499,Mint Income,2025-06-10T10:49:04.867+00:00
Mint Income,MC7076453,0.1916,Mint Income,2025-06-10T10:49:15.867+00:00
MC5202905 ,MC5276082,25,Direct Income,2025-06-10T11:03:00.867+00:00
Mint Income,MC2878509,3.332,Mint Income,2025-06-10T11:10:49.867+00:00
Mint Income,MC5453359,3.332,Mint Income,2025-06-10T11:12:06.867+00:00
Mint Income,MC1585567,24.99,Mint Income,2025-06-10T11:22:02.867+00:00
Mint Income,MC2081636,1.25,Mint Income,2025-06-10T11:28:32.867+00:00
Mint Income,MC7456490,24.99,Mint Income,2025-06-10T11:32:23.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-06-10T11:32:55.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-06-10T11:33:00.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-06-10T11:33:18.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-06-10T11:33:22.867+00:00
Minting Level Income,MC1382081,0.0333,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC1603820,0.9996,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC1897522,1.9992,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC1915335,0.0126,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC2081636,0.0167,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC2946258,1.0496,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC2986509,0.0333,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC340443,2.499,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC3564968,0.9996,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC3795778,0.0167,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC3988379,2.9988,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC6106418,1.0496,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC6244314,0.0167,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC6588012,0.754,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC7076453,0.0292,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC8610353,0.9996,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC8954564,4.1366,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC9014956,0.05,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC9267266,0.0125,Minting Level Income,2025-06-10T11:34:22.867+00:00
Minting Level Income,MC9471052,0.0383,Minting Level Income,2025-06-10T11:34:22.867+00:00
MC8761343 ,MC7456490,27,Direct Income,2025-06-10T11:37:00.867+00:00
Convenience Fee,MC1291738,0,Convenience Fee,2025-06-10T12:12:59.867+00:00
Fund Withdrawal,MC1291738,0,Fund Withdrawal,2025-06-10T12:12:59.867+00:00
Mint Income,MC7565994,49.98,Mint Income,2025-06-10T12:28:56.867+00:00
Mint Income,MC3323057,3.332,Mint Income,2025-06-10T12:58:25.867+00:00
Mint Income,MC1471854,4.998,Mint Income,2025-06-10T13:11:42.867+00:00
Mint Income,MC4845337,0.1,Mint Income,2025-06-10T14:34:26.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-06-10T15:19:22.867+00:00
Mint Income,MC7000797,0.1666,Mint Income,2025-06-10T16:06:40.867+00:00
Mint Income,MC6078218,3.332,Mint Income,2025-06-10T16:41:56.867+00:00
Mint Income,MC1165261,0.0417,Mint Income,2025-06-10T17:00:58.867+00:00
Mint Income,MC7228064,0.1666,Mint Income,2025-06-10T17:00:58.867+00:00
Mint Income,MC3795778,0.9996,Mint Income,2025-06-10T17:05:06.867+00:00
Mint Income,MC2986509,0.0833,Mint Income,2025-06-10T17:07:59.867+00:00
Mint Income,MC8240141,0.6664,Mint Income,2025-06-10T17:45:35.867+00:00
Mint Income,MC9575154,3.332,Mint Income,2025-06-10T18:02:13.867+00:00
Mint Income,MC3405424,4.998,Mint Income,2025-06-10T18:17:08.867+00:00
Mint Income,MC6106418,4.998,Mint Income,2025-06-10T18:17:09.867+00:00
Mint Income,MC1810108,0.2499,Mint Income,2025-06-10T18:19:07.867+00:00
Mint Income,MC8708777,0.125,Mint Income,2025-06-10T18:19:29.867+00:00
Mint Income,MC3988379,3.332,Mint Income,2025-06-10T18:33:56.867+00:00
Mint Income,MC5623181,3.332,Mint Income,2025-06-10T18:35:48.867+00:00
Mint Income,MC5767815,4.998,Mint Income,2025-06-10T19:09:51.867+00:00
Mint Income,MC7353896,4.998,Mint Income,2025-06-10T19:12:00.867+00:00
Mint Income,MC1459401,4.998,Mint Income,2025-06-10T19:14:19.867+00:00
Mint Income,MC8782877,3.332,Mint Income,2025-06-10T19:16:17.867+00:00
Mint Income,MC4980098,0.0417,Mint Income,2025-06-10T19:40:28.867+00:00
Mint Income,MC1446685,3.332,Mint Income,2025-06-10T20:10:09.867+00:00
Mint Income,MC1603820,0.5,Mint Income,2025-06-10T20:25:18.867+00:00
Mint Income,MC8131371,4.998,Mint Income,2025-06-10T20:25:25.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-06-10T20:33:06.867+00:00
Mint Income,MC9014956,0.2499,Mint Income,2025-06-10T20:44:18.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-06-10T20:49:41.867+00:00
Mint Income,MC6901934,0.0417,Mint Income,2025-06-10T20:51:42.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-06-10T21:03:33.867+00:00
Mint Income,MC5359627,0.0417,Mint Income,2025-06-10T21:12:01.867+00:00
Mint Income,MC5505724,0.1666,Mint Income,2025-06-10T21:45:50.867+00:00
Mint Income,MC6301970,16.66,Mint Income,2025-06-10T21:59:06.867+00:00
Mint Income,MC9375085,0.2499,Mint Income,2025-06-10T22:18:33.867+00:00
Mint Income,MC8761343,4.998,Mint Income,2025-06-10T23:16:13.867+00:00
Mint Income,MC2878509,3.332,Mint Income,2025-06-10T23:24:08.867+00:00
Mint Income,MC5453359,3.332,Mint Income,2025-06-10T23:25:29.867+00:00
Mint Income,MC7456490,24.99,Mint Income,2025-06-10T23:30:18.867+00:00
Hyper Binary Income,MC340443,42.75,Hyper Binary Income,2025-06-11T00:00:15.867+00:00
Hyper Binary Income,MC6588012,22.5,Hyper Binary Income,2025-06-11T00:00:15.867+00:00
Hyper Binary Income,MC7228064,30,Hyper Binary Income,2025-06-11T00:00:15.867+00:00
Hyper Binary Income,MC7456490,27,Hyper Binary Income,2025-06-11T00:00:15.867+00:00
Hyper Binary Income,MC7565994,20.25,Hyper Binary Income,2025-06-11T00:00:15.867+00:00
Hyper Binary Income,MC8869573,20.25,Hyper Binary Income,2025-06-11T00:00:15.867+00:00
Hyper Binary Income,MC8954564,22.5,Hyper Binary Income,2025-06-11T00:00:15.867+00:00
Mint Income,MC5276082,0.25,Mint Income,2025-06-11T00:03:19.867+00:00
Minting Level Income,MC1382081,0.0333,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC1603820,0.9996,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC1897522,1.9992,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC1915335,0.0083,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC2081636,0.0083,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC2946258,0.5498,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC2986509,0.0167,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC340443,2.499,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC3564968,0.9996,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC3795778,0.0167,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC3988379,2.9988,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC6106418,1.0246,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC6244314,0.0333,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC6588012,0.8086,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC6755591,0.0042,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC7076453,0.0333,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC8610353,0.9996,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC8954564,3.9813,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC9014956,0.05,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC9267266,0.0125,Minting Level Income,2025-06-11T00:06:35.867+00:00
Minting Level Income,MC9471052,0.0383,Minting Level Income,2025-06-11T00:06:35.867+00:00
Mint Income,MC4311217,4.998,Mint Income,2025-06-11T00:31:36.867+00:00
Mint Income,MC3564968,0.5,Mint Income,2025-06-11T00:32:02.867+00:00
Mint Income,MC7565994,49.98,Mint Income,2025-06-11T00:38:33.867+00:00
Mint Income,MC2056416,9.996,Mint Income,2025-06-11T00:57:10.867+00:00
Mint Income,MC1471854,4.998,Mint Income,2025-06-11T01:08:13.867+00:00
Mint Income,MC1585567,24.99,Mint Income,2025-06-11T01:19:58.867+00:00
Mint Income,MC4845337,0.1,Mint Income,2025-06-11T02:19:30.867+00:00
Convenience Fee,MC6588012,0,Convenience Fee,2025-06-11T02:35:51.867+00:00
Fund Withdrawal,MC6588012,0,Fund Withdrawal,2025-06-11T02:35:51.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-06-11T03:00:11.867+00:00
Mint Income,MC7000797,0.1666,Mint Income,2025-06-11T04:05:43.867+00:00
Mint Income,MC9471052,0.2499,Mint Income,2025-06-11T04:05:57.867+00:00
Mint Income,MC7076453,0.1916,Mint Income,2025-06-11T04:06:14.867+00:00
Mint Income,MC6244314,0.1666,Mint Income,2025-06-11T04:11:11.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-06-11T04:27:43.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-06-11T04:27:51.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-06-11T04:27:56.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-06-11T04:28:00.867+00:00
Mint Income,MC9787611,3.332,Mint Income,2025-06-11T04:35:54.867+00:00
Mint Income,MC8240141,0.6664,Mint Income,2025-06-11T05:05:13.867+00:00
Mint Income,MC7228064,0.1666,Mint Income,2025-06-11T05:16:42.867+00:00
Mint Income,MC1165261,0.0417,Mint Income,2025-06-11T05:38:25.867+00:00
Mint Income,MC2986509,0.0833,Mint Income,2025-06-11T05:52:15.867+00:00
Convenience Fee,MC8954564,0,Convenience Fee,2025-06-11T05:57:31.867+00:00
Fund Withdrawal,MC8954564,0,Fund Withdrawal,2025-06-11T05:57:31.867+00:00
Mint Income,MC8708777,0.125,Mint Income,2025-06-11T06:05:14.867+00:00
Mint Income,MC5623181,3.332,Mint Income,2025-06-11T06:15:00.867+00:00
Mint Income,MC5242915,0.0417,Mint Income,2025-06-11T06:15:19.867+00:00
Mint Income,MC3405424,4.998,Mint Income,2025-06-11T06:15:40.867+00:00
Mint Income,MC1810108,0.2499,Mint Income,2025-06-11T06:15:58.867+00:00
Mint Income,MC3988379,3.332,Mint Income,2025-06-11T06:17:18.867+00:00
Mint Income,MC9575154,3.332,Mint Income,2025-06-11T06:20:46.867+00:00
Mint Income,MC6106418,4.998,Mint Income,2025-06-11T06:22:41.867+00:00
Mint Income,MC3323057,3.332,Mint Income,2025-06-11T06:27:18.867+00:00
Mint Income,MC7353896,4.998,Mint Income,2025-06-11T07:05:33.867+00:00
Mint Income,MC5767815,4.998,Mint Income,2025-06-11T07:06:07.867+00:00
Mint Income,MC1459401,4.998,Mint Income,2025-06-11T07:06:21.867+00:00
Mint Income,MC1291738,0.2749,Mint Income,2025-06-11T07:08:22.867+00:00
Mint Income,MC4073916,0.2749,Mint Income,2025-06-11T07:09:41.867+00:00
Mint Income,MC4381588,0.2749,Mint Income,2025-06-11T07:12:55.867+00:00
Mint Income,MC3331511,3.332,Mint Income,2025-06-11T07:21:45.867+00:00
Mint Income,MC7048213,0.0417,Mint Income,2025-06-11T07:34:21.867+00:00
Mint Income,MC5202905,1.666,Mint Income,2025-06-11T07:40:36.867+00:00
Mint Income,MC1023243,3.332,Mint Income,2025-06-11T07:52:55.867+00:00
Mint Income,MC3795778,0.9996,Mint Income,2025-06-11T08:10:44.867+00:00
Mint Income,MC1603820,0.5,Mint Income,2025-06-11T08:14:38.867+00:00
Mint Income,MC8131371,4.998,Mint Income,2025-06-11T08:14:46.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-06-11T08:31:44.867+00:00
Mint Income,MC8782877,3.332,Mint Income,2025-06-11T08:35:12.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-06-11T08:49:38.867+00:00
Mint Income,MC1382081,24.99,Mint Income,2025-06-11T09:29:41.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-06-11T09:36:03.867+00:00
Convenience Fee,MC1603820,0,Convenience Fee,2025-06-11T09:51:19.867+00:00
Fund Withdrawal,MC1603820,0,Fund Withdrawal,2025-06-11T09:51:19.867+00:00
Mint Income,MC9014956,3.5819,Mint Income,2025-06-11T09:57:05.867+00:00
Mint Income,MC6301970,16.66,Mint Income,2025-06-11T10:03:58.867+00:00
Convenience Fee,MC1382081,0,Convenience Fee,2025-06-11T10:26:58.867+00:00
Fund Withdrawal,MC1382081,0,Fund Withdrawal,2025-06-11T10:26:58.867+00:00
Rollback,MC1382081,100,Rollback,2025-06-11T10:26:58.867+00:00
Mint Income,MC4980098,0.0417,Mint Income,2025-06-11T10:39:48.867+00:00
Mint Income,MC1446685,3.332,Mint Income,2025-06-11T11:03:15.867+00:00
Mint Income,MC5832092,0.0417,Mint Income,2025-06-11T11:07:01.867+00:00
Mint Income,MC2878509,3.332,Mint Income,2025-06-11T11:11:20.867+00:00
Mint Income,MC5453359,3.332,Mint Income,2025-06-11T11:13:08.867+00:00
Mint Income,MC2081636,1.25,Mint Income,2025-06-11T11:18:40.867+00:00
Convenience Fee,MC1603820,0,Convenience Fee,2025-06-11T11:24:24.867+00:00
Fund Withdrawal,MC1603820,0,Fund Withdrawal,2025-06-11T11:24:24.867+00:00
Mint Income,MC6078218,3.332,Mint Income,2025-06-11T11:29:06.867+00:00
Convenience Fee,MC1603820,0,Convenience Fee,2025-06-11T11:32:58.867+00:00
Fund Withdrawal,MC1603820,0,Fund Withdrawal,2025-06-11T11:32:58.867+00:00
Mint Income,MC5276082,0.25,Mint Income,2025-06-11T12:21:37.867+00:00
Mint Income,MC8761343,4.998,Mint Income,2025-06-11T12:29:13.867+00:00
Mint Income,MC3072974,3.332,Mint Income,2025-06-11T12:37:59.867+00:00
Mint Income,MC5505724,0.1666,Mint Income,2025-06-11T12:49:28.867+00:00
Convenience Fee,MC2986509,0,Convenience Fee,2025-06-11T13:03:54.867+00:00
Fund Withdrawal,MC2986509,0,Fund Withdrawal,2025-06-11T13:03:54.867+00:00
Mint Income,MC1471854,4.998,Mint Income,2025-06-11T13:07:47.867+00:00
Mint Income,MC3564968,0.5,Mint Income,2025-06-11T13:09:04.867+00:00
Mint Income,MC4311217,4.998,Mint Income,2025-06-11T13:09:49.867+00:00
Mint Income,MC7565994,49.98,Mint Income,2025-06-11T13:16:30.867+00:00
Mint Income,MC8374449,4.165,Mint Income,2025-06-11T13:18:37.867+00:00
Mint Income,MC9267266,0.0417,Mint Income,2025-06-11T14:09:46.867+00:00
Mint Income,MC8548529,0.0916,Mint Income,2025-06-11T14:40:22.867+00:00
Mint Income,MC2056416,9.996,Mint Income,2025-06-11T14:46:41.867+00:00
Mint Income,MC4845337,0.1,Mint Income,2025-06-11T14:58:00.867+00:00
Convenience Fee,MC3564968,0,Convenience Fee,2025-06-11T15:20:36.867+00:00
Fund Withdrawal,MC3564968,0,Fund Withdrawal,2025-06-11T15:20:36.867+00:00
Minting Level Income,MC1165261,0.0042,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC1382081,0.0333,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC1603820,0.9996,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC1897522,1.9992,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC1915335,0.0167,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC2081636,0.0167,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC2946258,1.0246,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC2986509,0.0167,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC340443,2.499,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC3564968,0.4998,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC3795778,0.02,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC3988379,2.9988,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC4845337,0.1333,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC6106418,1.0496,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC6244314,0.0333,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC6588012,1.0593,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC6755591,0.0042,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC7076453,0.0333,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC7456490,0.4998,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC7785148,0.0275,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC8610353,0.9996,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC8954564,4.0224,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC9014956,0.05,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC9267266,0.0084,Minting Level Income,2025-06-11T15:32:57.867+00:00
Minting Level Income,MC9471052,0.0192,Minting Level Income,2025-06-11T15:32:57.867+00:00
Mint Income,MC6588012,3.332,Mint Income,2025-06-11T15:36:27.867+00:00
Mint Income,MC7000797,0.1666,Mint Income,2025-06-11T16:04:53.867+00:00
Mint Income,MC5359627,0.0417,Mint Income,2025-06-11T16:10:19.867+00:00
Mint Income,MC9471052,0.2499,Mint Income,2025-06-11T16:14:31.867+00:00
Mint Income,MC7076453,0.1916,Mint Income,2025-06-11T16:15:15.867+00:00
Mint Income,MC8240141,0.6664,Mint Income,2025-06-11T17:14:09.867+00:00
Mint Income,MC1585567,24.99,Mint Income,2025-06-11T17:27:44.867+00:00
Mint Income,MC340443,24.99,Mint Income,2025-06-11T17:49:16.867+00:00
Mint Income,MC1897522,24.99,Mint Income,2025-06-11T17:49:29.867+00:00
Mint Income,MC2951876,9.996,Mint Income,2025-06-11T17:49:35.867+00:00
Mint Income,MC2862160,9.996,Mint Income,2025-06-11T17:49:40.867+00:00
Mint Income,MC9787611,3.332,Mint Income,2025-06-11T17:53:40.867+00:00
Mint Income,MC3405424,4.998,Mint Income,2025-06-11T18:10:19.867+00:00
Mint Income,MC6106418,4.998,Mint Income,2025-06-11T18:20:07.867+00:00
Mint Income,MC7228064,0.1666,Mint Income,2025-06-11T18:22:20.867+00:00
Mint Income,MC8708777,0.125,Mint Income,2025-06-11T18:24:51.867+00:00
Mint Income,MC7353896,4.998,Mint Income,2025-06-11T19:01:30.867+00:00
Mint Income,MC5767815,4.998,Mint Income,2025-06-11T19:01:47.867+00:00
Mint Income,MC1459401,4.998,Mint Income,2025-06-11T19:02:03.867+00:00
Mint Income,MC2986509,0.0833,Mint Income,2025-06-11T19:34:16.867+00:00
Mint Income,MC9375085,0.2499,Mint Income,2025-06-11T19:41:51.867+00:00
Mint Income,MC3988379,3.332,Mint Income,2025-06-11T19:45:45.867+00:00
Mint Income,MC5202905,1.666,Mint Income,2025-06-11T19:56:02.867+00:00
Mint Income,MC8131371,4.998,Mint Income,2025-06-11T20:03:51.867+00:00
Mint Income,MC1603820,0.5,Mint Income,2025-06-11T20:04:56.867+00:00
Mint Income,MC6755591,0.2499,Mint Income,2025-06-11T20:19:31.867+00:00
Mint Income,MC3417527,0.499,Mint Income,2025-06-11T20:23:07.867+00:00
Mint Income,MC5242915,0.0417,Mint Income,2025-06-11T20:37:31.867+00:00
Mint Income,MC9014956,3.5819,Mint Income,2025-06-11T21:12:10.867+00:00
Mint Income,MC3795778,0.9996,Mint Income,2025-06-11T21:14:15.867+00:00
Mint Income,MC5832092,0.0417,Mint Income,2025-06-11T23:01:20.867+00:00
Mint Income,MC1382081,24.99,Mint Income,2025-06-11T23:38:10.867+00:00
Mint Income,MC8761343,4.998,Mint Income,2025-06-12T00:32:57.867+00:00
Mint Income,MC4955784,0.499,Mint Income,2025-06-12T01:22:38.867+00:00
Mint Income,MC7565994,49.98,Mint Income,2025-06-12T02:18:21.867+00:00
Mint Income,MC4311217,4.998,Mint Income,2025-06-12T02:33:06.867+00:00
Mint Income,MC3564968,0.5,Mint Income,2025-06-12T02:33:45.867+00:00
Mint Income,MC4845337,0.1,Mint Income,2025-06-12T02:36:12.867+00:00
Mint Income,MC1165261,0.0417,Mint Income,2025-06-12T02:45:03.867+00:00
Mint Income,MC1446685,3.332,Mint Income,2025-06-12T03:22:22.867+00:00
Mint Income,MC2081636,1.25,Mint Income,2025-06-12T03:53:16.867+00:00
Mint Income,MC8954564,3.6652,Mint Income,2025-06-12T03:53:38.867+00:00
Mint Income,MC5505724,0.1666,Mint Income,2025-06-12T03:54:55.867+00:00
Mint Income,MC7076453,0.1916,Mint Income,2025-06-12T04:07:45.867+00:00
Mint Income,MC9471052,0.2499,Mint Income,2025-06-12T04:07:57.867+00:00
Mint Income,MC3072974,3.332,Mint Income,2025-06-12T04:38:25.867+00:00
Mint Income,MC4980098,0.0417,Mint Income,2025-06-12T05:35:58.867+00:00
Mint Income,MC8548529,0.0916,Mint Income,2025-06-12T06:01:10.867+00:00
Mint Income,MC8708777,0.125,Mint Income,2025-06-12T06:14:48.867+00:00
Mint Income,MC9787611,3.332,Mint Income,2025-06-12T06:49:12.867+00:00
Mint Income,MC8240141,0.6664,Mint Income,2025-06-12T06:49:41.867+00:00
